admin2_name,admin2_pcode,admin1_name,admin1_pcode,admin0_name,admin0_pcode,number_of_named_languages,main_language,main_language_share,main_first_language,main_first_language_share,main_second_language,main_second_language_share,Ukrainian,Russian,Belarusian,Romanian,Bulgarian,Hungarian,Azeri,Armenian,Georgian,Gagauz,Crimean Tatar,Tatar,Romani,German,Polish,English,French,Other,Ukrainian L1,Russian L1,Belarusian L1,Romanian L1,Azeri L1,Armenian L1,Georgian L1,Bulgarian L1,Gagauz L1,Crimean Tatar L1,Tatar L1,Hungarian L1,Romani L1,Other L1,None L2,Ukrainian L2,Russian L2,Belarussian L2,Romanian L2,Bulgarian L2,German L2,Polish L2,Hungarian L2,English L2,French L2,Other L2,pop_total,pop_male,pop_female,literacy_all,literacy_male,literacy_female,language_data_yn,data_confidence,notes
#adm2+name,#adm2+code,#adm1+name,#adm1+code,#country+name,#country+code,#indicator+lang+num,#indicator+lang+main,#indicator+lang+main+pct,#indicator+first+lang+main,#indicator+first+lang+main+pct,#indicator+second+lang+main,#indicator+second+lang+main+pct,#indicator+lang+pct+iso639-3_ukr,#indicator+lang+pct+iso639-3_rus,#indicator+lang+pct+iso639-3_bel,#indicator+lang+pct+iso639-3_ron,#indicator+lang+pct+iso639-3_bul,#indicator+lang+pct+iso639-3_hun,#indicator+lang+pct+iso639-3_azj,#indicator+lang+pct+iso639-3_hyw,#indicator+lang+pct+iso639-3_kat,#indicator+ang+pct+iso639-3_gag,#indicator+lang+pct+iso639-3_crh,#indicator+lang+pct+iso639-3_tat,#indicator+lang+pct+iso639-3_ron,#indicator+lang+pct+iso639-3_deu,#indicator+lang+pct+iso639-3_pol,#indicator+lang+pct+iso639-3_eng,#indicator+lang+pct+iso639-3_fra,#indicator+lang+pct+iso639-3_unknown,#indicator+lang+pct+iso639-3_ukr,#indicator+first+lang+pct+iso639-3_rus,#indicator+first+lang+pct+iso639-3_bel,#indicator+first+lang+pct+iso639-3_ron,#indicator+first+lang+pct+iso639-3_azj,#indicator+first+lang+pct+iso639-3_hyw,#indicator+first+lang+pct+iso639-3_kat,#indicator+first+lang+pct+iso639-3_bul,#indicator+first+ang+pct+iso639-3_gag,#indicator+first+lang+pct+iso639-3_crh,#indicator+first+lang+pct+iso639-3_tat,#indicator+first+lang+pct+iso639-3_hun,#indicator+first+lang+pct+iso639-3_ron,#indicator+first+lang+pct+iso639-3_unknown,#indicator+second+lang+pct+none,#indicator+second+lang+pct+iso639-3_ukr,#indicator+second+lang+pct+iso639-3_rus,#indicator+second+lang+pct+iso639-3_bel,#indicator+second+lang+pct+iso639-3_ron,#indicator+second+lang+pct+iso639-3_bul,#indicator+second+lang+pct+iso639-3_deu,#indicator+second+lang+pct+iso639-3_pol,#indicator+second+lang+pct+iso639-3_hun,#indicator+second+lang+pct+iso639-3_eng,#indicator+second+lang+pct+iso639-3_fra,#indicator+second+lang+pct+iso639-3_unknown,#population+total,#population+m+total,#population+f+total,#population+total+pct+literate+age12up,#population+m+pct+literate+age12up,#population+f+pct+literate+age12up,#meta+data+bool,#meta+confidence,#meta+text
Liubotin municipality,804063024,Kharkivska oblast,804063,Ukraine,UA,7,Ukrainian,0.974,Ukrainian,0.864,Russian,0.671,0.974,0.800,0.003,0.000,0.001,0.000,0.001,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.006,0.864,0.129,0.002,0.000,0.001,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.210,0.111,0.671,0.001,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.005,27200,12060,15140,0.997,0.999,0.996,Yes,Medium,
Blyzniuky raion,804063025,Kharkivska oblast,804063,Ukraine,UA,7,Ukrainian,0.973,Ukrainian,0.922,Russian,0.636,0.973,0.701,0.006,0.000,0.002,0.000,0.001,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.005,0.922,0.065,0.004,0.000,0.001,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.310,0.051,0.636,0.002,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,25870,12020,13850,0.995,0.997,0.992,Yes,Medium,
Kehychivka raion,804063026,Kharkivska oblast,804063,Ukraine,UA,9,Ukrainian,0.975,Ukrainian,0.920,Russian,0.523,0.975,0.575,0.009,0.004,0.003,0.000,0.002,0.004,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.000,0.000,0.016,0.920,0.053,0.006,0.003,0.002,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.412,0.055,0.523,0.003,0.001,0.000,0.001,0.001,0.000,0.000,0.000,0.004,24190,11320,12870,0.992,0.998,0.986,Yes,Medium,
Shevchenkove raion,804063027,Kharkivska oblast,804063,Ukraine,UA,10,Ukrainian,0.976,Ukrainian,0.906,Russian,0.643,0.976,0.719,0.002,0.003,0.001,0.000,0.004,0.006,0.002,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.005,0.906,0.076,0.001,0.002,0.004,0.006,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.279,0.070,0.643,0.001,0.001,0.000,0.001,0.000,0.000,0.001,0.000,0.003,23050,10730,12320,0.987,0.983,0.991,Yes,Medium,
Izium raion,804063028,Kharkivska oblast,804063,Ukraine,UA,6,Ukrainian,0.980,Ukrainian,0.919,Russian,0.573,0.980,0.645,0.002,0.000,0.000,0.001,0.002,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.919,0.072,0.002,0.000,0.002,0.003,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.362,0.062,0.573,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,22170,10120,12050,0.993,0.998,0.989,Yes,Medium,
Dvorichna raion,804063029,Kharkivska oblast,804063,Ukraine,UA,8,Ukrainian,0.941,Ukrainian,0.842,Russian,0.507,0.941,0.655,0.005,0.001,0.001,0.000,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.006,0.842,0.148,0.003,0.001,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.385,0.099,0.507,0.001,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.005,21990,10140,11850,0.987,0.997,0.978,Yes,Medium,
Borova raion,804063030,Kharkivska oblast,804063,Ukraine,UA,6,Ukrainian,0.986,Ukrainian,0.917,Russian,0.680,0.986,0.760,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.002,0.917,0.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.247,0.069,0.680,0.001,0.000,0.000,0.001,0.000,0.000,0.001,0.000,0.001,21600,9750,11850,0.994,0.997,0.992,Yes,Medium,
Kherson municipality,804065001,Khersonska oblast,804065,Ukraine,UA,13,Ukrainian,0.909,Ukrainian,0.569,Russian,0.455,0.909,0.879,0.002,0.001,0.001,0.000,0.001,0.002,0.001,0.000,0.000,0.001,0.000,0.004,0.001,0.022,0.001,0.005,0.569,0.423,0.001,0.000,0.001,0.002,0.001,0.000,0.000,0.000,0.001,0.000,0.000,0.002,0.173,0.340,0.455,0.001,0.001,0.000,0.004,0.001,0.000,0.022,0.001,0.004,372900,169930,202970,0.997,0.998,0.996,Yes,Medium,
Nova Kakhovka municipality,804065002,Khersonska oblast,804065,Ukraine,UA,11,Ukrainian,0.890,Ukrainian,0.581,Russian,0.472,0.890,0.883,0.004,0.000,0.002,0.000,0.000,0.003,0.001,0.000,0.000,0.001,0.000,0.002,0.001,0.017,0.001,0.007,0.581,0.411,0.002,0.000,0.000,0.003,0.001,0.000,0.000,0.000,0.001,0.000,0.000,0.002,0.189,0.310,0.472,0.002,0.000,0.000,0.002,0.001,0.000,0.017,0.001,0.006,76350,35580,40770,0.996,0.995,0.996,Yes,Medium,
Tsiurupynsk raion,804065003,Khersonska oblast,804065,Ukraine,UA,9,Ukrainian,0.954,Ukrainian,0.824,Russian,0.530,0.954,0.691,0.002,0.002,0.001,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.002,0.001,0.000,0.005,0.000,0.004,0.824,0.161,0.001,0.002,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.003,0.330,0.130,0.530,0.001,0.001,0.000,0.001,0.000,0.000,0.005,0.000,0.002,72830,34250,38580,0.990,0.992,0.988,Yes,Medium,
Bilozerka raion,804065004,Khersonska oblast,804065,Ukraine,UA,10,Ukrainian,0.962,Ukrainian,0.877,Russian,0.548,0.962,0.653,0.003,0.004,0.001,0.001,0.002,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.002,0.000,0.008,0.877,0.105,0.003,0.003,0.002,0.003,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.006,0.360,0.085,0.548,0.001,0.001,0.000,0.000,0.001,0.000,0.002,0.000,0.003,67680,32050,35630,0.992,0.996,0.990,Yes,Medium,
Henichesk raion,804065005,Khersonska oblast,804065,Ukraine,UA,15,Russian,0.838,Ukrainian,0.462,Russian,0.392,0.815,0.838,0.003,0.002,0.002,0.001,0.001,0.003,0.001,0.000,0.010,0.059,0.002,0.002,0.000,0.002,0.001,0.021,0.462,0.446,0.001,0.001,0.001,0.003,0.001,0.000,0.000,0.010,0.059,0.000,0.002,0.013,0.240,0.353,0.392,0.001,0.000,0.000,0.002,0.000,0.000,0.002,0.001,0.008,65960,30110,35850,0.993,0.994,0.992,Yes,Medium,
Holo Prystan raion,804065006,Khersonska oblast,804065,Ukraine,UA,10,Ukrainian,0.952,Ukrainian,0.854,Russian,0.472,0.952,0.594,0.002,0.002,0.002,0.000,0.001,0.010,0.000,0.000,0.000,0.000,0.004,0.002,0.000,0.003,0.000,0.008,0.854,0.122,0.001,0.002,0.001,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.006,0.420,0.097,0.472,0.002,0.001,0.000,0.002,0.000,0.000,0.003,0.000,0.003,65650,30990,34660,0.986,0.991,0.982,Yes,Medium,
Beryslavskyi raion,804065007,Khersonska oblast,804065,Ukraine,UA,8,Ukrainian,0.970,Ukrainian,0.891,Russian,0.493,0.970,0.588,0.002,0.005,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.003,0.000,0.009,0.891,0.095,0.002,0.003,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.417,0.079,0.493,0.000,0.002,0.000,0.001,0.001,0.000,0.003,0.000,0.003,56800,26850,29950,0.989,0.993,0.986,Yes,Medium,
"Verkhnii Rohachyk raion, Ivanivka raion, Nyzhni Sirohozy raion",804065008,Khersonska oblast,804065,Ukraine,UA,10,Ukrainian,0.966,Ukrainian,0.873,Russian,0.503,0.966,0.610,0.002,0.006,0.001,0.001,0.000,0.004,0.001,0.000,0.000,0.002,0.000,0.000,0.000,0.001,0.000,0.007,0.873,0.107,0.001,0.005,0.000,0.004,0.001,0.000,0.000,0.000,0.002,0.001,0.000,0.005,0.399,0.094,0.503,0.001,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.002,53170,25200,27970,0.992,0.994,0.990,Yes,Medium,
Skadovsk raion,804065009,Khersonska oblast,804065,Ukraine,UA,10,Ukrainian,0.945,Ukrainian,0.812,Russian,0.500,0.945,0.676,0.004,0.005,0.001,0.000,0.001,0.003,0.000,0.000,0.000,0.001,0.000,0.002,0.000,0.004,0.000,0.007,0.812,0.175,0.003,0.002,0.001,0.003,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.002,0.351,0.133,0.500,0.001,0.002,0.000,0.002,0.000,0.000,0.004,0.000,0.006,50700,24330,26370,0.992,0.996,0.988,Yes,Medium,
Novotroitske raion,804065010,Khersonska oblast,804065,Ukraine,UA,9,Ukrainian,0.976,Ukrainian,0.880,Russian,0.489,0.976,0.589,0.002,0.003,0.000,0.000,0.002,0.001,0.000,0.000,0.000,0.009,0.002,0.000,0.000,0.002,0.000,0.003,0.880,0.100,0.002,0.003,0.002,0.001,0.000,0.000,0.000,0.000,0.009,0.000,0.002,0.000,0.408,0.096,0.489,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.003,44590,20920,23670,0.993,0.995,0.991,Yes,Medium,
"Vysokopillia raion, Novovorontsovka raion",804065011,Khersonska oblast,804065,Ukraine,UA,7,Ukrainian,0.984,Ukrainian,0.947,Russian,0.504,0.984,0.551,0.003,0.003,0.001,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.002,0.947,0.048,0.002,0.002,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.453,0.038,0.504,0.001,0.002,0.000,0.001,0.000,0.000,0.000,0.000,0.001,44440,20700,23740,0.989,0.994,0.985,Yes,Medium,
Chaplynka raion,804065012,Khersonska oblast,804065,Ukraine,UA,9,Ukrainian,0.957,Ukrainian,0.850,Russian,0.513,0.957,0.604,0.002,0.006,0.000,0.001,0.000,0.002,0.000,0.000,0.000,0.001,0.001,0.000,0.000,0.001,0.000,0.048,0.850,0.091,0.002,0.005,0.000,0.002,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.046,0.373,0.107,0.513,0.000,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.002,40150,19000,21150,0.994,0.998,0.990,Yes,Medium,
Kakhovka raion,804065013,Khersonska oblast,804065,Ukraine,UA,11,Ukrainian,0.964,Ukrainian,0.875,Russian,0.449,0.964,0.560,0.002,0.003,0.001,0.001,0.000,0.001,0.001,0.000,0.000,0.001,0.004,0.001,0.000,0.000,0.000,0.003,0.875,0.111,0.002,0.003,0.000,0.001,0.001,0.001,0.000,0.000,0.001,0.001,0.004,0.002,0.458,0.089,0.449,0.001,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.001,39710,18890,20820,0.993,0.999,0.988,Yes,Medium,
Kakhovka city,804065014,Khersonska oblast,804065,Ukraine,UA,12,Ukrainian,0.940,Ukrainian,0.749,Russian,0.564,0.940,0.803,0.003,0.001,0.002,0.000,0.000,0.001,0.000,0.000,0.000,0.001,0.004,0.001,0.001,0.009,0.001,0.005,0.749,0.239,0.002,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.004,0.002,0.228,0.191,0.564,0.001,0.000,0.000,0.001,0.001,0.000,0.009,0.001,0.003,38490,17370,21120,0.995,0.998,0.994,Yes,Medium,
Velyka Oleksandrivka raion,804065015,Khersonska oblast,804065,Ukraine,UA,7,Ukrainian,0.987,Ukrainian,0.950,Russian,0.519,0.987,0.561,0.003,0.006,0.001,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.950,0.042,0.002,0.004,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.439,0.037,0.519,0.001,0.002,0.000,0.000,0.000,0.000,0.001,0.000,0.000,31660,14900,16760,0.989,0.992,0.987,Yes,Medium,
Kalanchak raion,804065016,Khersonska oblast,804065,Ukraine,UA,9,Ukrainian,0.969,Ukrainian,0.896,Russian,0.498,0.969,0.589,0.005,0.001,0.001,0.000,0.001,0.003,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.007,0.000,0.007,0.896,0.091,0.004,0.000,0.001,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.415,0.073,0.498,0.001,0.000,0.000,0.001,0.000,0.000,0.007,0.000,0.004,27450,13130,14320,0.991,0.998,0.985,Yes,Medium,
Hornostaivka raion,804065017,Khersonska oblast,804065,Ukraine,UA,6,Ukrainian,0.982,Ukrainian,0.937,Russian,0.465,0.982,0.517,0.002,0.003,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.005,0.937,0.052,0.002,0.002,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.486,0.045,0.465,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,22140,10690,11450,0.990,0.991,0.989,Yes,Medium,
Velyka Lepetyka raion,804065018,Khersonska oblast,804065,Ukraine,UA,8,Ukrainian,0.984,Ukrainian,0.912,Russian,0.576,0.984,0.657,0.003,0.001,0.001,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.001,0.000,0.000,0.912,0.080,0.002,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.348,0.072,0.576,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,21120,10070,11050,0.988,0.994,0.983,Yes,Medium,
Khmelnytsky city,804068001,Khmelnytska oblast,804068,Ukraine,UA,10,Ukrainian,0.976,Ukrainian,0.886,Russian,0.490,0.976,0.595,0.001,0.001,0.000,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.004,0.007,0.015,0.001,0.007,0.886,0.105,0.001,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.391,0.090,0.490,0.000,0.001,0.000,0.004,0.007,0.000,0.015,0.001,0.002,257080,120840,136240,0.998,0.999,0.996,Yes,Medium,
Kamianets-Podilskyi city,804068002,Khmelnytska oblast,804068,Ukraine,UA,10,Ukrainian,0.987,Ukrainian,0.925,Russian,0.513,0.987,0.585,0.002,0.001,0.001,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.007,0.006,0.013,0.001,0.003,0.925,0.072,0.001,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.394,0.062,0.513,0.001,0.000,0.001,0.007,0.006,0.000,0.013,0.001,0.002,99170,46640,52530,0.998,0.999,0.997,Yes,Medium,
Kamianets-Podilskyi raion,804068003,Khmelnytska oblast,804068,Ukraine,UA,7,Ukrainian,0.997,Ukrainian,0.987,Russian,0.314,0.997,0.325,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.002,0.002,0.000,0.002,0.987,0.011,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.669,0.010,0.314,0.000,0.000,0.000,0.001,0.002,0.000,0.002,0.000,0.002,75330,33350,41980,0.989,0.994,0.985,Yes,Medium,
Dunaivti raion,804068004,Khmelnytska oblast,804068,Ukraine,UA,7,Ukrainian,0.995,Ukrainian,0.983,Russian,0.351,0.995,0.365,0.000,0.001,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.000,0.001,0.983,0.015,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.632,0.012,0.351,0.000,0.000,0.000,0.001,0.001,0.000,0.001,0.000,0.001,73960,33020,40940,0.990,0.993,0.988,Yes,Medium,
Volochysk raion,804068005,Khmelnytska oblast,804068,Ukraine,UA,5,Ukrainian,0.996,Ukrainian,0.986,Russian,0.385,0.996,0.397,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.002,0.000,0.002,0.986,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.596,0.010,0.385,0.000,0.000,0.000,0.000,0.006,0.000,0.002,0.000,0.001,61260,27620,33640,0.992,0.997,0.988,Yes,Medium,
Krasyliv raion,804068006,Khmelnytska oblast,804068,Ukraine,UA,7,Ukrainian,0.997,Ukrainian,0.985,Russian,0.543,0.997,0.556,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.003,0.003,0.000,0.001,0.985,0.012,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.436,0.012,0.543,0.000,0.000,0.000,0.001,0.003,0.000,0.003,0.000,0.001,60750,27650,33100,0.988,0.993,0.985,Yes,Medium,
Horokok raion,804068007,Khmelnytska oblast,804068,Ukraine,UA,8,Ukrainian,0.997,Ukrainian,0.983,Russian,0.347,0.997,0.358,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.015,0.002,0.001,0.005,0.983,0.011,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.619,0.014,0.347,0.000,0.000,0.000,0.001,0.015,0.000,0.002,0.001,0.001,59190,27010,32180,0.989,0.993,0.985,Yes,Medium,
Khmelnytskyi raion,804068008,Khmelnytska oblast,804068,Ukraine,UA,10,Ukrainian,0.992,Ukrainian,0.957,Russian,0.435,0.992,0.455,0.001,0.002,0.000,0.000,0.001,0.001,0.000,0.000,0.000,0.001,0.000,0.001,0.011,0.001,0.000,0.019,0.957,0.020,0.001,0.002,0.001,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.018,0.516,0.035,0.435,0.000,0.001,0.000,0.001,0.011,0.000,0.001,0.000,0.001,55660,26160,29500,0.991,0.997,0.986,Yes,Medium,
Iziaslav raion,804068009,Khmelnytska oblast,804068,Ukraine,UA,7,Ukrainian,0.992,Ukrainian,0.968,Russian,0.399,0.992,0.429,0.001,0.001,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.000,0.001,0.968,0.030,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.570,0.024,0.399,0.000,0.000,0.000,0.000,0.003,0.000,0.003,0.000,0.001,55220,26020,29200,0.992,0.995,0.989,Yes,Medium,
Polonne raion,804068010,Khmelnytska oblast,804068,Ukraine,UA,7,Ukrainian,0.995,Ukrainian,0.984,Russian,0.418,0.995,0.432,0.000,0.000,0.000,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.008,0.001,0.000,0.004,0.984,0.014,0.000,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.557,0.012,0.418,0.000,0.000,0.000,0.001,0.008,0.000,0.001,0.000,0.003,51790,23800,27990,0.993,0.997,0.989,Yes,Medium,
Chemerivtsi raion,804068011,Khmelnytska oblast,804068,Ukraine,UA,4,Ukrainian,0.997,Ukrainian,0.990,Russian,0.408,0.997,0.417,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.001,0.990,0.008,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.581,0.007,0.408,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,51140,22430,28710,0.994,0.998,0.992,Yes,Medium,
Shepetika city,804068012,Khmelnytska oblast,804068,Ukraine,UA,10,Ukrainian,0.990,Ukrainian,0.938,Russian,0.492,0.990,0.551,0.002,0.001,0.001,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.001,0.001,0.007,0.005,0.000,0.003,0.938,0.059,0.001,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.438,0.052,0.492,0.001,0.001,0.000,0.001,0.007,0.000,0.005,0.000,0.003,48590,22290,26300,0.995,0.997,0.994,Yes,Medium,
Shepetika raion,804068013,Khmelnytska oblast,804068,Ukraine,UA,8,Ukrainian,0.989,Ukrainian,0.974,Russian,0.357,0.989,0.379,0.002,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.000,0.001,0.000,0.001,0.974,0.022,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.624,0.015,0.357,0.000,0.000,0.000,0.001,0.000,0.000,0.001,0.000,0.001,41420,20090,21330,0.995,0.997,0.993,Yes,Medium,
Yarmolyntsi raion,804068014,Khmelnytska oblast,804068,Ukraine,UA,8,Ukrainian,0.996,Ukrainian,0.974,Russian,0.358,0.996,0.375,0.001,0.006,0.000,0.000,0.003,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.974,0.016,0.001,0.005,0.003,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.615,0.022,0.358,0.000,0.001,0.000,0.000,0.000,0.000,0.001,0.001,0.000,40140,17890,22250,0.987,0.996,0.979,Yes,Medium,
Derazhnia raion,804068015,Khmelnytska oblast,804068,Ukraine,UA,7,Ukrainian,0.998,Ukrainian,0.985,Russian,0.438,0.998,0.450,0.001,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.003,0.000,0.001,0.985,0.012,0.001,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.542,0.013,0.438,0.000,0.001,0.000,0.001,0.001,0.000,0.003,0.000,0.001,39160,17830,21330,0.988,0.992,0.985,Yes,Medium,
Stara Syniava raion,804068016,Khmelnytska oblast,804068,Ukraine,UA,7,Ukrainian,0.996,Ukrainian,0.987,Russian,0.388,0.996,0.397,0.001,0.000,0.001,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.001,0.000,0.001,0.987,0.008,0.001,0.000,0.000,0.004,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.598,0.010,0.388,0.000,0.000,0.000,0.003,0.000,0.000,0.001,0.000,0.001,38020,16980,21040,0.988,0.997,0.981,Yes,Medium,
Slavuta raion,804068017,Khmelnytska oblast,804068,Ukraine,UA,5,Ukrainian,0.997,Ukrainian,0.990,Russian,0.302,0.997,0.311,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.000,0.000,0.001,0.990,0.009,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.688,0.006,0.302,0.000,0.000,0.000,0.001,0.001,0.000,0.000,0.000,0.001,37310,16780,20530,0.988,0.993,0.984,Yes,Medium,
Nova Ushytsia raion,804068018,Khmelnytska oblast,804068,Ukraine,UA,7,Ukrainian,0.992,Ukrainian,0.959,Russian,0.409,0.992,0.448,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.001,0.001,0.000,0.001,0.959,0.039,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.552,0.034,0.409,0.000,0.001,0.000,0.002,0.001,0.000,0.001,0.000,0.001,36540,16530,20010,0.995,0.999,0.992,Yes,Medium,
Netishyn city,804068019,Khmelnytska oblast,804068,Ukraine,UA,11,Ukrainian,0.973,Ukrainian,0.885,Russian,0.341,0.973,0.452,0.002,0.001,0.001,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.001,0.002,0.003,0.011,0.001,0.003,0.885,0.111,0.001,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.551,0.088,0.341,0.001,0.000,0.000,0.002,0.003,0.000,0.011,0.001,0.002,34950,16640,18310,0.998,0.999,0.997,Yes,Medium,
Starokostiantyniv city,804068020,Khmelnytska oblast,804068,Ukraine,UA,9,Ukrainian,0.978,Ukrainian,0.911,Russian,0.446,0.978,0.530,0.002,0.001,0.001,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.003,0.006,0.009,0.000,0.002,0.911,0.084,0.002,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.467,0.067,0.446,0.001,0.000,0.000,0.003,0.006,0.000,0.009,0.000,0.001,34860,16510,18350,0.997,0.999,0.994,Yes,Medium,
